species_name,taxonomic_name,family,class,thermal_guild,range,frequency,abundance,max_length,trophic_level,trophic_group,trophic_group_2,water_column,diel_activity,habitat,min_depth,max_depth,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf,phylum,order,genus,species_epithet,phylogenetic_diversity_index,trophic_level_se,vulnerability,reproductive_mode,fertilization,spawning_frequency,batch_spawner,reproductive_guild,life_cycle,trophic_breadth,diet,diet_level,time,macrophyte,complexity
Haemulid spp.,Haemulid spp.,Haemulidae,Actinopterygii,tropical,NA,NA,NA,NA,NA,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,NA,NA,24.84485,24.236825,31.3116,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulid spp.,Haemulid spp.,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.269230769,Benthic Mobile Inverts,3,Night,low,medium
Haemulon album,Haemulon album,Haemulidae,Actinopterygii,tropical,64,30,2,79,3.2,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,20,60,27.8556,27.68125,29.6195,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon album,Haemulon album,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.2,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,album,0.5,0.3,45,NA,NA,NA,NA,NA,NA,4,Benthic Mobile Inverts,3,Night,low,medium
Haemulon aurolineatum,Haemulon aurolineatum,Haemulidae,Actinopterygii,tropical,3068,11,92,25,3.2,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,4,30,26.379675,26.338925,31.063,2,10.1133388,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon aurolineatum,Haemulon aurolineatum,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.2,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,aurolineatum,0.5,0.4,37,NA,NA,NA,NA,NA,NA,4,Carnivore,4,Night,low,medium
Haemulon carbonarium,Haemulon carbonarium,Haemulidae,Actinopterygii,tropical,877,20,17,36,3.3,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,3,25,27.42125,26.43065,30.6103,2,4.064191,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon carbonarium,Haemulon carbonarium,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.3,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,carbonarium,0.5,0.5,35,NA,NA,NA,NA,NA,NA,4,Benthic Mobile Inverts,3,Night,low,medium
Haemulon chrysargyreum,Haemulon chrysargyreum,Haemulidae,Actinopterygii,tropical,912,33,48,23,3.3,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,0,25,27.3609,26.67875,30.91,2,4.5225048,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon chrysargyreum,Haemulon chrysargyreum,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.3,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,chrysargyreum,0.5,0.4,27,NA,NA,NA,NA,NA,NA,4,Carnivore,4,Night,low,medium
Haemulon flaviguttatum,Haemulon flaviguttatum,Haemulidae,Actinopterygii,tropical,1043,20,60,42,4.2,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,NA,NA,28.560275,27.82605,30.20225,3,6.5221878,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon flaviguttatum,Haemulon flaviguttatum,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,4.2,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,flaviguttatum,0.5,0.73,58,NA,NA,NA,NA,NA,NA,4.25,Benthic Mobile Inverts,3,Night,low,medium
Haemulon flavolineatum,Haemulon flavolineatum,Haemulidae,Actinopterygii,tropical,862,55,33,30,3.3,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,0,60,27.61015,26.604,30.91,3,20.2410494,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon flavolineatum,Haemulon flavolineatum,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.3,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,flavolineatum,0.5,0.4,32,NA,NA,NA,NA,NA,NA,4,Benthic Mobile Inverts,3,Night,low,medium
Haemulon macrostomum,Haemulon macrostomum,Haemulidae,Actinopterygii,tropical,638,15,8,43,3.3,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,5,25,27.406,26.5805,30.91,2,4.796842,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon macrostomum,Haemulon macrostomum,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.3,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,macrostomum,0.5,0.34,37,NA,NA,NA,NA,NA,NA,4.25,Benthic Mobile Inverts,3,Night,low,medium
Haemulon maculicauda,Haemulon maculicauda,Haemulidae,Actinopterygii,tropical,321,44,116,30,4.2,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,NA,NA,28.55895,27.8695,30.292,3,10.4489451,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon maculicauda,Haemulon maculicauda,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,4.2,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,maculicauda,0.5,0.73,54,NA,NA,NA,NA,NA,NA,4.25,Benthic Mobile Inverts,3,Night,low,medium
Haemulon melanurum,Haemulon melanurum,Haemulidae,Actinopterygii,tropical,78,38,1,33,2.2,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,3,50,27.7804,27.60235,29.6027,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon melanurum,Haemulon melanurum,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,2.2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,melanurum,0.5,0.2,33,NA,NA,NA,NA,NA,NA,2,Detritus,1,Night,low,medium
Haemulon parra,Haemulon parra,Haemulidae,Actinopterygii,tropical,3114,5,15,41.2,3.5,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,3,30,26.797,25.5123,30.6436,2,1.4459821,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon parra,Haemulon parra,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,parra,0.5,0.6,37,NA,NA,NA,NA,NA,NA,5,Benthic Mobile Inverts,3,Night,low,medium
Haemulon plumierii,Haemulon plumierii,Haemulidae,Actinopterygii,tropical,2224,23,18,53,3.597435897,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,3,40,27.465,26.58,31.063,3,24.6245102,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon plumierii,Haemulon plumierii,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,plumierii,0.5,NA,NA,NA,NA,NA,NA,NA,NA,7,Benthic Mobile Inverts,3,Night,low,medium
Haemulon sciurus,Haemulon sciurus,Haemulidae,Actinopterygii,tropical,848,60,31,46,3.4,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,0,30,27.381375,26.672275,31.063,3,14.6875085,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon sciurus,Haemulon sciurus,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,sciurus,0.5,0.5,35,NA,NA,NA,NA,NA,NA,5,Benthic Mobile Inverts,3,Night,low,medium
Haemulon scudderii,Haemulon scudderii,Haemulidae,Actinopterygii,tropical,758,10,19,35,3.597435897,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,3,40,25.96975,25.35575,29.943,3,3.3512449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon scudderii,Haemulon scudderii,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,scudderii,0.5,NA,NA,NA,NA,NA,NA,NA,NA,4.25,Benthic Mobile Inverts,3,Night,low,medium
Haemulon sexfasciatum,Haemulon sexfasciatum,Haemulidae,Actinopterygii,tropical,726,16,7,71,4.2,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,3,30,26.0378,26.1455,31.518,3,5.6409029,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon sexfasciatum,Haemulon sexfasciatum,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,4.2,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,sexfasciatum,0.5,0.73,58,NA,NA,NA,NA,NA,NA,4.25,Benthic Mobile Inverts,3,Night,low,medium
Haemulon spp.,Haemulon spp.,Haemulidae,Actinopterygii,tropical,NA,NA,NA,NA,NA,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,NA,NA,28.53075,27.9625,30.354,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon spp.,Haemulon spp.,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,4.25,Benthic Mobile Inverts,3,Night,low,medium
Haemulon steindachneri,Haemulon steindachneri,Haemulidae,Actinopterygii,tropical,581,25,61,30,3.5,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,0,50,26.6774,26.58195,29.9928,3,8.1005019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon steindachneri,Haemulon steindachneri,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haemulon,steindachneri,0.5,0.5,32,NA,NA,NA,NA,NA,NA,5,Benthic Mobile Inverts,3,Night,low,medium
Haletta semifasciata,Haletta semifasciata,Labridae,Actinopterygii,temperate,449,9,5,41,3.2,Omnivore,Herbivore,Demersal,Day,rock,0,15,16.1888,16.99335,22.0587,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haletta semifasciata,Haletta semifasciata,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.2,herbivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Haletta,semifasciata,1.0002,0.49,38,NA,NA,NA,NA,NA,NA,3,Omnivore,4,Day,macroalgae,medium
Halgerda aurantiomaculata,Halgerda aurantiomaculata,Discodorididae,Gastropoda,tropical,1395,1,1,5,NA,Benthic invertivore,Benthic invertivore,benthic,NA,coral,NA,NA,21.713,22.0255,24.92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda aurantiomaculata,Halgerda aurantiomaculata,Discodorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Halgerda,aurantiomaculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda brycei,Halgerda brycei,Discodorididae,Gastropoda,tropical,10,50,1,5,NA,Benthic invertivore,Benthic invertivore,benthic,NA,coral,NA,NA,26.329,26.5975,29.961,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda graphica,Halgerda graphica,Discodorididae,Gastropoda,temperate,10,50,1,4.5,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,20.45585,20.604,22.745,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda graphica,Halgerda graphica,Discodorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Halgerda,graphica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda punctata,Halgerda punctata,Discodorididae,Gastropoda,temperate,10,100,1,6,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,22.134,22.31,24.265,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda punctata,Halgerda punctata,Discodorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Halgerda,punctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda spp.,Halgerda spp.,Discodorididae,Gastropoda,tropical,NA,NA,NA,NA,NA,Benthic invertivore,Benthic invertivore,benthic,NA,coral,NA,NA,19.354,19.508,22.598,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda tessellata,Halgerda tessellata,Discodorididae,Gastropoda,tropical,4377,1,1,NA,NA,Benthic invertivore,Benthic invertivore,benthic,NA,coral,NA,NA,29.068,29.4285,32.821,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda tessellata,Halgerda tessellata,Discodorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Halgerda,tessellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda theobroma,Halgerda theobroma,Discodorididae,Gastropoda,temperate,10,50,1,NA,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,19.755,19.7525,21.61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda theobroma,Halgerda theobroma,Discodorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Halgerda,theobroma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda willeyi,Halgerda willeyi,Discodorididae,Gastropoda,temperate,807,2,1,8,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,20.276,20.038625,24.66375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halgerda willeyi,Halgerda willeyi,Discodorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Halgerda,willeyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halicampus boothae,Halicampus boothae,Syngnathidae,Actinopterygii,temperate,10,50,1,17.5,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,rock,NA,NA,21.713,22.0255,24.92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halicampus mataafae,Halicampus mataafae,Syngnathidae,Actinopterygii,tropical,10,100,1,14,NA,Planktivore,Planktivore,benthic,Night,sand,NA,NA,29.69,29.617,30.411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halicampus spp.,Halicampus spp.,Syngnathidae,Actinopterygii,temperate,NA,NA,NA,NA,NA,Planktivore,Planktivore,benthic,Day,rock,NA,NA,20.786,20.818,22.743,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halicampus spp.,Halicampus spp.,Syngnathidae,Actinopterygii,NA,NA,NA,NA,NA,NA,planktivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Gasterosteiformes,Halicampus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.533333333,Carnivore,4,Day,macroalgae,medium
Halicarcinus ovatus,Halicarcinus ovatus,Hymenosomatidae,Malacostraca,temperate,10,100,1,1.3,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,0,85,14.127,14.665,18.835,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halicarcinus ovatus,Halicarcinus ovatus,Hymenosomatidae,Malacostraca,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,Decapoda,Halicarcinus,ovatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres adustus,Halichoeres adustus,Labridae,Actinopterygii,tropical,154,52,3,12.5,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,1,3,27.9735,28.233,29.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres adustus,Halichoeres adustus,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,adustus,0.5,0.4,23,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,low,low
Halichoeres argus,Halichoeres argus,Labridae,Actinopterygii,tropical,4864,1,2,12,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,NA,NA,28.5755,28.2495,31.222,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres argus,Halichoeres argus,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,argus,0.5,0.4,23,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,low,low
Halichoeres binotopsis,Halichoeres binotopsis,Labridae,Actinopterygii,tropical,10,100,1,10,NA,Benthic invertivore,Benthic invertivore,benthic,Day,coral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres biocellatus,Halichoeres biocellatus,Labridae,Actinopterygii,tropical,1797,26,5,12,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,7,35,27.19,27.0805,31.224,3,19.6445512,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres biocellatus,Halichoeres biocellatus,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,biocellatus,0.5,0.4,23,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,low,low
Halichoeres bivittatus,Halichoeres bivittatus,Labridae,Actinopterygii,tropical,712,41,29,35,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,1,15,27.575,26.5035,30.91,3,21.3289544,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres bivittatus,Halichoeres bivittatus,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.3,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,bivittatus,0.5,0.5,37,protogyny,exterl,NA,NA,nonguarders,NA,5,Benthic Mobile Inverts,3,Day,low,low
Halichoeres brasiliensis,Halichoeres brasiliensis,Labridae,Actinopterygii,tropical,22,100,2,19,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,0,35,25.8473,25.6889,28.113,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres brasiliensis,Halichoeres brasiliensis,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,brasiliensis,0.5,0.4,33,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,low,low
Halichoeres brownfieldi,Halichoeres brownfieldi,Labridae,Actinopterygii,temperate,296,58,9,15,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,0,30,19.95725,20.2305,23.593,3,15.9892302,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres brownfieldi,Halichoeres brownfieldi,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,brownfieldi,0.5,0.4,25,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,seagrass,medium
Halichoeres chierchiae,Halichoeres chierchiae,Labridae,Actinopterygii,tropical,365,59,24,17.5,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,2,69,28.579375,27.9005,30.354,3,16.182332,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres chierchiae,Halichoeres chierchiae,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,chierchiae,0.5,0.48,27,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,low,low
Halichoeres chloropterus,Halichoeres chloropterus,Labridae,Actinopterygii,tropical,1892,9,10,19,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,0,10,28.521425,27.0849,31.222,3,7.873182,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres chloropterus,Halichoeres chloropterus,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,chloropterus,0.5,0.4,35,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,low,low
Halichoeres chrysus,Halichoeres chrysus,Labridae,Actinopterygii,tropical,1828,7,8,12,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,2,60,26.1625,25.37475,30.9635,3,3.3625032,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres chrysus,Halichoeres chrysus,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,chrysus,0.5,0.4,23,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,low,low
Halichoeres cosmetus,Halichoeres cosmetus,Labridae,Actinopterygii,tropical,2358,37,4,13,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,2,31,28.9305,28.3475,30.843,2,7.3666867,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres cosmetus,Halichoeres cosmetus,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,cosmetus,0.5,0.4,24,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,low,low
Halichoeres cyanocephalus,Halichoeres cyanocephalus,Labridae,Actinopterygii,tropical,10,55,2,30,NA,Benthic invertivore,Benthic invertivore,benthic,Day,coral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres dimidiatus,Halichoeres dimidiatus,Labridae,Actinopterygii,tropical,10,33,1,18,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,3,60,26.168,26.2825,27.955,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres dimidiatus,Halichoeres dimidiatus,Labridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Halichoeres,dimidiatus,0.5,0.4,30,NA,NA,NA,NA,NA,NA,4.636363636,Benthic Mobile Inverts,3,Day,low,low
Halichoeres discolor,Halichoeres discolor,Labridae,Actinopterygii,tropical,123,83,17,15,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,4,30,27.9735,28.233,29.75,1,22.9110538,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
