species_name,taxonomic_name,phylum,class,order,family,genus,species_epithet,phylogenetic_diversity_index,trophic_level,trophic_level_se,vulnerability,reproductive_mode,fertilization,reproductive_guild,trophic_breadth,diet,trophic_group,diet_level,time,water_column,habitat,macrophyte,complexity
Acanthochromis polyacanthus,Acanthochromis polyacanthus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Acanthochromis,polyacanthus,1,2.7,0.3,25,dioecism,exterl,guarders,4.055555556,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Amblyglyphidodon aureus,Amblyglyphidodon aureus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,aureus,0.502,2.7,0.3,24,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amblyglyphidodon batunai,Amblyglyphidodon batunai,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,batunai,0.502,2.7,0.3,21,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amblyglyphidodon curacao,Amblyglyphidodon curacao,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,curacao,0.502,2.6,0.2,23,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amblyglyphidodon flavilatus,Amblyglyphidodon flavilatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,flavilatus,0.502,2.7,0.3,21,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amblyglyphidodon indicus,Amblyglyphidodon indicus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,indicus,0.502,2.7,0.3,22,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amblyglyphidodon leucogaster,Amblyglyphidodon leucogaster,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,leucogaster,0.502,3.4,0.39,24,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amblyglyphidodon melanopterus,Amblyglyphidodon melanopterus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,melanopterus,0.502,2.7,0.3,25,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amblyglyphidodon orbicularis,Amblyglyphidodon orbicularis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,orbicularis,0.502,2.7,0.3,22,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amblyglyphidodon spp.,Amblyglyphidodon spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,,0.502,,,,,,,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amblyglyphidodon ternatensis,Amblyglyphidodon ternatensis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,ternatensis,0.502,2.7,0.3,25,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion akallopisos,Amphiprion akallopisos,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,akallopisos,0.5,2.7,0.31,26,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion akindynos,Amphiprion akindynos,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,akindynos,0.5,2.7,0.29,23,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion allardi,Amphiprion allardi,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,allardi,0.5,2.7,0.3,26,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion bicinctus,Amphiprion bicinctus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,bicinctus,0.5,2.7,0.3,25,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion chrysopterus,Amphiprion chrysopterus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,chrysopterus,0.5,2.8,0.2,16,protandry,exterl,guarders,5,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion clarkii,Amphiprion clarkii,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,clarkii,0.5,2.9,0.1,32,protandry,exterl,guarders,5,Carnivore,planktivore,4,Day,Demersal,coral,low,medium
Amphiprion ephippium,Amphiprion ephippium,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ephippium,0.5,2.7,0.31,25,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion frenatus,Amphiprion frenatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,frenatus,0.5,2.8,0.2,25,protandry,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion fuscocaudatus,Amphiprion fuscocaudatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,fuscocaudatus,0.5,2.7,0.31,25,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion latezonatus,Amphiprion latezonatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,latezonatus,0.5,2.7,0.3,25,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion leucokranos,Amphiprion leucokranos,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,leucokranos,0.5,2.7,0.31,19,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion mccullochi,Amphiprion mccullochi,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,mccullochi,0.5,2.7,0.31,23,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion melanopus,Amphiprion melanopus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,melanopus,0.5,2.8,0.2,25,protandry,exterl,guarders,5,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion nigripes,Amphiprion nigripes,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,nigripes,0.5,2.7,0.3,23,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion ocellaris,Amphiprion ocellaris,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ocellaris,0.5,3,0.5,23,protandry,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion percula,Amphiprion percula,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,percula,0.5,2.7,0.3,23,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion perideraion,Amphiprion perideraion,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,perideraion,0.5,2.6,0.2,26,protandry,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion rubrocinctus,Amphiprion rubrocinctus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,rubrocinctus,0.5,2.6,0.29,23,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion sandaracinos,Amphiprion sandaracinos,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,sandaracinos,0.5,2.7,0.3,25,protandry,exterl,guarders,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Amphiprion spp.,Amphiprion spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,,0.5,,,,,,,4.571428571,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Cheiloprion labiatus,Cheiloprion labiatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Cheiloprion,labiatus,1,3.3,0.6,15,dioecism,exterl,guarders,3,hard corals,benthic carnivore,1,Day,Demersal,coral,low,medium
Chromis abrupta,Chromis abrupta,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,abrupta,0.5,3,0.1,13,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis acares,Chromis acares,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,acares,0.5,3,0.1,11,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis agilis,Chromis agilis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,agilis,0.5,3,0.24,19,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis alpha,Chromis alpha,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,alpha,0.5,3,0.1,22,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis alta,Chromis alta,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,alta,0.5,3.4,0.45,29,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis amboinensis,Chromis amboinensis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,amboinensis,0.5,2.7,0.31,19,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis analis,Chromis analis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,analis,0.5,3,0.1,28,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis atrilobata,Chromis atrilobata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,atrilobata,0.5,3.4,0.45,29,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis atripectoralis,Chromis atripectoralis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,atripectoralis,0.5,3.1,0.2,23,dioecism,exterl,guarders,3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis atripes,Chromis atripes,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,atripes,0.5,2.6,0.29,19,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis bami,Chromis bami,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,bami,0.5,3,0.1,15,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis caudalis,Chromis caudalis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,caudalis,0.5,3,0.1,19,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis chromis,Chromis chromis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,chromis,0.5,3,0.2,35,dioecism,exterl,guarders,4,Carnivore,planktivore,4,Day,Demersal,rock,low,medium
Chromis chrysura,Chromis chrysura,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,chrysura,0.5,3,0.09,17,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis cinerascens,Chromis cinerascens,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,cinerascens,0.5,2.7,0.3,24,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis crusma,Chromis crusma,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,crusma,0.5,3,0.1,30,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis cyanea,Chromis cyanea,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,cyanea,0.5,3.1,0.2,26,dioecism,exterl,guarders,4,Carnivore,planktivore,4,Day,Demersal,coral,low,medium
Chromis dimidiata,Chromis dimidiata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,dimidiata,0.5,2.7,0.3,19,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis dispilus,Chromis dispilus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,dispilus,0.5,3,0.1,31,dioecism,exterl,guarders,1,plank. copepods,planktivore,1,Day,Demersal,rock,low,medium
Chromis elerae,Chromis elerae,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,elerae,0.5,2.7,0.29,14,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis flavaxilla,Chromis flavaxilla,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,flavaxilla,0.5,3.4,0.45,15,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis flavipectoralis,Chromis flavipectoralis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,flavipectoralis,0.5,3,0.1,16,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis flavomaculata,Chromis flavomaculata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,flavomaculata,0.5,3,0.08,27,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis fumea,Chromis fumea,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,fumea,0.5,3.4,0.45,25,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis hanui,Chromis hanui,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,hanui,0.5,3,0.1,15,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis hypsilepis,Chromis hypsilepis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,hypsilepis,0.5,2.7,0.3,33,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis insolata,Chromis insolata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,insolata,0.5,3.4,0.45,27,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis iomelas,Chromis iomelas,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,iomelas,0.5,2.7,0.3,19,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis klunzingeri,Chromis klunzingeri,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,klunzingeri,0.5,2.7,0.3,16,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,rock,low,medium
Chromis lepidolepis,Chromis lepidolepis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,lepidolepis,0.5,3.4,0.35,19,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis limbata,Chromis limbata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,limbata,0.5,3.4,0.45,28,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,rock,low,medium
Chromis lineata,Chromis lineata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,lineata,0.5,3,0.1,14,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis margaritifer,Chromis margaritifer,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,margaritifer,0.5,3,,,,,,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis multilineata,Chromis multilineata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,multilineata,0.5,3,0.1,30,dioecism,exterl,guarders,4,plank. copepods,planktivore,1,Day,Demersal,coral,low,medium
Chromis nigrura,Chromis nigrura,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,nigrura,0.5,3.4,0.45,12,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis nitida,Chromis nitida,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,nitida,0.5,2.7,0.29,17,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis notata,Chromis notata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,notata,0.5,3.4,0.45,28,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis opercularis,Chromis opercularis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,opercularis,0.5,2.7,0.31,27,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis ovalis,Chromis ovalis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,ovalis,0.5,3.1,0.2,32,dioecism,exterl,guarders,2,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis pamae,Chromis pamae,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,pamae,0.5,3.4,0.45,26,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis pembae,Chromis pembae,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,pembae,0.5,2.7,0.29,24,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis punctipinnis,Chromis punctipinnis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,punctipinnis,0.5,2.7,0.31,31,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,rock,low,medium
Chromis randalli,Chromis randalli,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,randalli,0.5,3,0.1,29,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis retrofasciata,Chromis retrofasciata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,retrofasciata,0.5,2.7,0.29,11,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis scotochiloptera,Chromis scotochiloptera,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,scotochiloptera,0.5,3.4,0.45,27,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis scotti,Chromis scotti,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,scotti,0.5,3.4,0.45,21,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis sp. [fumea],Chromis spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,,0.5,,,,,,,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis sp. [PNG yellow pec],Chromis spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,,0.5,,,,,,,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis spp.,Chromis spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,,0.5,,,,,,,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis ternatensis,Chromis ternatensis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,ternatensis,0.5,3.4,0.45,21,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis vanderbilti,Chromis vanderbilti,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,vanderbilti,0.5,3.2,0.3,12,dioecism,exterl,guarders,4,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis viridis,Chromis viridis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,viridis,0.5,2.5,0.24,16,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis weberi,Chromis weberi,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,weberi,0.5,3.4,0.45,25,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis westaustralis,Chromis westaustralis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,westaustralis,0.5,2.7,0.3,22,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,rock,low,medium
Chromis xanthochira,Chromis xanthochira,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,xanthochira,0.5,2.7,0.31,25,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis xanthura,Chromis xanthura,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,xanthura,0.5,3.4,0.45,26,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chromis xutha,Chromis xutha,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,xutha,0.5,3,0.1,14,dioecism,exterl,guarders,3.3,Zooplanktivore,planktivore,2,Day,Demersal,coral,low,medium
Chrysiptera biocellata,Chrysiptera biocellata,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,biocellata,0.5,2,0,19,dioecism,exterl,guarders,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera brownriggii,Chrysiptera brownriggii,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,brownriggii,0.5,2.7,0.3,16,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera brownriggii [dark form],Chrysiptera spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,,0.5,,,,,,,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera cyanea,Chrysiptera cyanea,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,cyanea,0.5,2.5,0.2,17,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera flavipinnis,Chrysiptera flavipinnis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,flavipinnis,0.5,2.7,0.3,16,dioecism,exterl,guarders,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera galba,Chrysiptera galba,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,galba,0.5,2.7,0.3,17,dioecism,exterl,guarders,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera glauca,Chrysiptera glauca,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,glauca,0.5,2.4,0.3,17,dioecism,exterl,guarders,5,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera notialis,Chrysiptera notialis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,notialis,0.5,2.7,0.3,19,dioecism,exterl,guarders,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera rapanui,Chrysiptera rapanui,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,rapanui,0.5,2.7,0.3,14,dioecism,exterl,guarders,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera rex,Chrysiptera rex,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,rex,0.5,2.5,0.2,14,dioecism,exterl,guarders,4,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera rollandi,Chrysiptera rollandi,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,rollandi,0.5,2.7,0.3,15,dioecism,exterl,guarders,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera sp. [1],Chrysiptera spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,,0.5,,,,,,,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
Chrysiptera sp. [CI],Chrysiptera spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,,0.5,,,,,,,3.8,Omnivore,herbivore,4,Day,Demersal,coral,low,medium
